Item,Geog location?,Year,Number of items (by same author). i.e. Photos of different exemplars of the same instrument in the same geographical area,Type (if desc + photo counts as photo as most photos described),Trait,Subtype,Name in native language,Group,Where ,Comments,Notes
1241,,,,Photo,arrow,wooden tip,api,"Sua, DRC","Turnbull, 1965",,
1242,,,,Photo,arrow,wooden tip,api,"Sua, DRC","Turnbull, 1965",,
1244,,,,Photo,arrow,metal tip,,"Sua, DRC","Turnbull, 1965",,
1245,,,,Photo,arrow,metal tip,,"Sua, DRC","Turnbull, 1965",,
1246,,,,Photo,arrow,metal tip,,"Sua, DRC","Turnbull, 1965",,
1248,,,,Photo,arrow,metal tip,api,"Sua, DRC","Turnbull, 1965",,
1250,,,,Photo,arrow,metal tip,api,"Sua, DRC","Turnbull, 1965",,
1251,,,,Photo,arrow,metal tip,api,"Sua, DRC","Turnbull, 1965",,
1252,,,,Photo,arrow,metal tip,api,"Sua, DRC","Turnbull, 1965",,
1253,,,,Photo,arrow,metal tip,api,"Sua, DRC","Turnbull, 1965",,
1254,,,,Photo,arrow,metal tip,api,"Sua, DRC","Turnbull, 1965",,
1255,,,,Photo,arrow,metal tip,api,"Sua, DRC","Turnbull, 1965",,
1256,,,,Photo,arrow,metal tip,api,"Sua, DRC","Turnbull, 1965",,
1257,,,,Photo,arrow,metal tip,api,"Sua, DRC","Turnbull, 1965",,
1258,,,,Photo,arrow,metal tip,api,"Sua, DRC","Turnbull, 1965",,
1265,,,,Photo,arrow,wooden tip,api,"Sua, DRC","Turnbull, 1965",,
1276,,,,Photo,arrow,wooden tip - fire hardened,api,"Sua, DRC","Turnbull, 1965",,
1326,Kibali-Ituri,,,Photo,arrow,,,"Sua, DRC",Africa Museum Collection (Tervuren),,
1327,Kibali-Ituri,,,Photo,arrow,,,"Sua, DRC",Africa Museum Collection (Tervuren),,
1328,Kibali-Ituri,,,Photo,arrow,,,"Sua, DRC",Africa Museum Collection (Tervuren),,
1329,Kibali-Ituri,,,Photo,arrow,,,"Sua, DRC",Africa Museum Collection (Tervuren),,
1236,,,,Description,axe,,,"Sua, DRC","Turnbull, 1965",,
1293,,,,Photo,axe,,,"SUa, DRC","Turnbull, 1965",,
1229,,,,Photo,banging sticks,Clappers - used only in honey season to accompany collection of honey,ngbenbe,"Sua, DRC","Turnbull, 1965",,
1230,,,,Photo,banging sticks,Clappers - used only in honey season to accompany collection of honey,ngbenbe,"Sua, DRC","Turnbull, 1965",,
1301,"koki, ebiani, haut zaire",1958,,Photo,banging sticks,,,"Sua, DRC",Africa Museum Collection (Tervuren),,
1302,"koki, ebiani, haut zaire",1958,,Photo,banging sticks,,,"Sua, DRC",Africa Museum Collection (Tervuren),,
1303,"koki, ebiani, haut zaire",1958,,Photo,banging sticks,,,"Sua, DRC",Africa Museum Collection (Tervuren),,
1267,,,,Photo,bark beater,,,"Sua, DRC","Turnbull, 1965",,
1274,,,,Photo,bark beater,,,"Sua, DRC","Turnbull, 1965",,
1292,,,,Photo,bark beater,,kolea,"Sua, DRC","Turnbull, 1965",,
1260,,,,Photo,basket,"Gathering basket . Open mesh, of strips of dried vine - these are made by the Pygmy women",so,"Sua, DRC","Turnbull, 1965",,
1261,,,,Photo,basket,"Gathering basket - closed mesh, obtained from neighboring villages in exchange of forest produce",so,"Sua, DRC","Turnbull, 1965",,
1262,,,,Photo,basket,"Gathering basket - closed mesh, obtained from neighboring villages in exchange of forest produce",so,"Sua, DRC","Turnbull, 1965",,
1266,,,,Photo,basket,"Gathering basket - open mesh, but smaller version",so,"Sua, DRC","Turnbull, 1965",,
1271,,,,Photo,basket,"Gathering basket - open mesh, but smaller version",so,"Sua, DRC","Turnbull, 1965",,
1272,,,,Photo,basket,"Gathering basket - open mesh, larfer",so,"Sua, DRC","Turnbull, 1965",,
1273,,,,Photo,basket,"Gathering basket - open mesh, larfer",so,"Sua, DRC","Turnbull, 1965",,
1275,,,,Photo,basket,"Gathering basket - closed mesh, large, attached to head",so,"Sua, DRC","Turnbull, 1965",,
1289,,,,Photo,basket,,,"Sua, DRC","Pitman, 2010",,
1341,"Ebiani, haut uele",1959,,Photo,basket,,,"Sua, DRC",Africa Museum Collection (Tervuren),,
1234,,,,Description,blowgun,,,"Sua, DRC","Carpanetto and Germi, 1989",,
1212,Wamba,,,Photo,bow,,,"Sua, DRC",Africa Museum Collection (Tervuren),,
1220,,,,Photo,bow,,,"Sua, DRC",Africa Museum Collection (Tervuren),,
1243,,,,Photo,bow,,mange,"Sua, DRC","Turnbull, 1965",,
1247,,,,Photo,bow,,,"Sua, DRC","Turnbull, 1965",,
1249,,,,Photo,musical bow,,mange,"Sua, DRC","Turnbull, 1965",,
1268,,,,Photo,musical bow,,mange,"Sua, DRC","Turnbull, 1965",,
1277,,,,Photo,musical bow,small - maybe 30-50cm long,mange,"Sua, DRC","Turnbull, 1965",,
1325,Kibali-Ituri,,,Photo,bow,,,"Sua, DRC",Africa Museum Collection (Tervuren),,
1231,,,,Photo,castanets,,kolokbenje,"Sua, DRC","Turnbull, 1965",,
1296,,,,Photo,clappers,,banja,"Sua, DRC",Turnbull 1965,,
1227,,,,Description,drum,,,"Sua, DRC","Brandel, 1973",,
1304,"koki, ebiani, haut zaire",1958,,Photo,drum sticks,,,"Sua, DRC",Africa Museum Collection (Tervuren),,
1340,"Samana, haut uele",,,Photo,fishing net,,,"Sua, DRC",Africa Museum Collection (Tervuren),,
1306,"koki, ebiani, haut zaire",1959,,,flute,"made of cane, 36.5cm",Baruma,"Sua, DRC",Africa Museum Collection (Tervuren),,
1307,"koki, ebiani, haut zaire",1959,,,flute,"made of cane, 47.3cm",,"Sua, DRC",Africa Museum Collection (Tervuren),,
1221,,,,Description,ground harp,,,"Sua, DRC",Tanno 1981,,In Bahuchet (2017)
1263,,,,Photo,honey container,Bark,ebimba,"Sua, DRC","Turnbull, 1965",,
1264,,,,Photo,honey container,leaves and vines(temporary one),apayabisi,"Sua, DRC","Turnbull, 1965",,
1224,Bongaduwe,,,Description,horn,Long trumpet the youths carry to hunting camps,molimo,"Sua, DRC","Kenrick, 1999",,
1298,"Samana, haut uele",,,Photo,horn,horn en invoire avec embouchure laterale et trou de modulation,Apwanga,"Sua, DRC",Africa Museum Collection (Tervuren),,
1320,Kibali-Ituri,,,Photo,hunting net,,,"Sua, DRC",Africa Museum Collection (Tervuren),,
1321,Kibali-Ituri,,,Photo,hunting net,,,"Sua, DRC",Africa Museum Collection (Tervuren),,
1322,Kibali-Ituri,,,Photo,hunting net,,,"Sua, DRC",Africa Museum Collection (Tervuren),,
1323,Kibali-Ituri,,,Photo,hunting net,,,"Sua, DRC",Africa Museum Collection (Tervuren),,
1330,Kibali-Ituri,,,Photo,hunting net,,,"Sua, DRC",Africa Museum Collection (Tervuren),,
1333,Kibali-Ituri,,,Photo,hunting net,,,"Sua, DRC",Africa Museum Collection (Tervuren),,
1324,Kibali-Ituri,,,Photo,hunting net ,same as in previous onne,,"Sua, DRC",Africa Museum Collection (Tervuren),,
1294,,,,Photo,knife,,,"Sua, DRC","Turnbull, 1965",,
1295,,,,Photo,knife,,,"Sua, DRC","Turnbull, 1965",,
1334,Avakubi,1910,,Photo,knife,lame 11.5x4.2; length 22.3; la manche en bois du cuteau est en partie cerclé de lanières en metal blanc- Couteau pour des petit travaux.,,"Sua, DRC",Africa Museum Collection (Tervuren),,
1225,,,,Description,lamellaphone,,kembi,"Sua, DRC","Turnbull, 1965",,
1318,"koki, ebiani, haut zaire",1959,,Photo,lamellaphone,"of ""fluvial"" type",,"Sua, DRC",Africa Museum Collection (Tervuren),,
1339,Wamba,1912,,Photo,lateral horn,"made of ivory, lateral and with hole of modulation",,"Sua, DRC",Africa Museum Collection (Tervuren),,
1290,,,,Photo,machette,Hunting,,"Sua, DRC","Pitman, 2010",,
1297,,1910,,Photo,metal bells,"semi-closed, hanging of leather strings",,"Sua, DRC",Africa Museum Collection (Tervuren),,
1335,Mawambi,1910,,Photo,metal bells,"united by string, 5.7x2.6 cm",,"Sua, DRC",Africa Museum Collection (Tervuren),,
1222,,,,Description,musical bow,,,"Sua, DRC","Turnbull, 1965",,
1228,,,,Photo,musical bow,,mange,"Sua, DRC","Turnbull, 1965",,
1305,"koki, ebiani, haut zaire",1959,,Photo,musical bow,"for these code thickness, how rudimentary it is.",,"Sua, DRC",Africa Museum Collection (Tervuren),,
1238,,,,Photo,net,,kùyó / kùya,"Sua, DRC","Ichikawa, 1978",,
1278,,,,Photo,net,,kùyó / kùya,"Sua, DRC","Turnbull, 1965",,
1288,,,,Photo,net,,,"Sua, DRC","Pitman, 2010",,
1279,,,,Photo,net ,,kùyó / kùya,"Sua, DRC","Turnbull, 1965",,
1280,,,,Photo,net ,,kùyó / kùya,"Sua, DRC","Turnbull, 1965",,
1281,,,,Photo,net ,,kùyó / kùya,"Sua, DRC","Turnbull, 1965",,
1284,,,,Photo,net ,,kùyó / kùya,"Sua, DRC","Turnbull, 1965",,
1287,,,,Photo,net ,,kùyó / kùya,"Sua, DRC","Turnbull, 1965",,
1223,,,,Description,notched flute,,,"Sua, DRC",Turnbull 1965,,In Bahuchet (2017)
1313,"koki, ebiani, haut zaire",1959,,Photo,panpipe,,,"Sua, DRC",Africa Museum Collection (Tervuren),,
1299,"Samana, haut uele",,,Photo,rattle,basket rattle,,"Sua, DRC",Africa Museum Collection (Tervuren),,
1300,"koki, ebiani, haut zaire",1958,,Photo,rattle,"for the feet, made with shells",,"Sua, DRC",Africa Museum Collection (Tervuren),,
1319,"koki, ebiani, haut zaire",1959,,,rattle,FRUIT RATTLE: hochet a 2 fruits enfilés sur une corde,,"Sua, DRC",Africa Museum Collection (Tervuren),,
1239,,,,Photo,spear,,e.kòngá ,"Sua, DRC","Ichikawa, 1978",,
1259,,,,Photo,spear,normal one - metal head,ekonga,"Sua, DRC","Turnbull, 1965; also in Carpanetto and Germi, 1989",,
1269,,,,Photo,spear,normal one - metal head,ekonga,"Sua, DRC","Turnbull, 1965; also in Carpanetto and Germi, 1989",,
1270,,,,Photo,spear,fire spear,iswakamaboki,"Sua, DRC","Turnbull, 1965",,
1282,,,,Photo,spear,,ekonga,"Sua, DRC","Turnbull, 1965",,
1283,,,,Photo,spear,,ekonga,"Sua, DRC","Turnbull, 1965",,
1285,,,,Photo,spear,,ekonga,"Sua, DRC","Turnbull, 1965",,
1286,,,,Photo,spear,,ekonga,"Sua, DRC","Turnbull, 1965",,
1291,,,,Photo,spear,Hunting,e.kòngá ,"Sua, DRC","Pitman, 2010",,
1331,Kibali-Ituri,,,Photo,spear,,,"Sua, DRC",Africa Museum Collection (Tervuren),,
1332,Kibali-Ituri,,,Photo,spear,,,"Sua, DRC",Africa Museum Collection (Tervuren),,
1235,,,,Description,trap,,éléki,"Sua, DRC","Carpanetto and Germi, 1989",,
1226,,,,Description,whistle,"single tune, made of wood",,"Sua, DRC","Brandel, 1973",,
1232,,,,Photo,whistle,seed,pho'u,"Sua, DRC","Turnbull, 1965",,
1233,,,,Photo,whistle,seed,pho'u,"Sua, DRC","Turnbull, 1965",,
1309,"koki, ebiani, haut zaire",1959,,Photo,whistle,wood,,"Sua, DRC",Africa Museum Collection (Tervuren),,
1311,"koki, ebiani, haut zaire",1959,,,whistle,fruit whistle,,"Sua, DRC",Africa Museum Collection (Tervuren),,
1312,"koki, ebiani, haut zaire",1959,,,whistle,fruit whistle,,"Sua, DRC",Africa Museum Collection (Tervuren),,
1314,"koki, ebiani, haut zaire",1959,,Photo,whistle,wood,,"Sua, DRC",Africa Museum Collection (Tervuren),,
1315,"koki, ebiani, haut zaire",1959,,Photo,whistle,,,"Sua, DRC",Africa Museum Collection (Tervuren),,
1316,"koki, ebiani, haut zaire",1959,,Photo,whistle,,,"Sua, DRC",Africa Museum Collection (Tervuren),,
1317,"koki, ebiani, haut zaire",1959,,Photo,whistle,, ,"Sua, DRC",Africa Museum Collection (Tervuren),,
1336,Mawambi,1910,,Photo,whistle,"wooden, with trou de modulation; 20.7, 2.8",asei,"Sua, DRC",Africa Museum Collection (Tervuren),,
1337,Mawambi,1910,,Photo,whistle,"wooden, with trou de modulation; 20.7, 2.8",asei,"Sua, DRC",Africa Museum Collection (Tervuren),,
1308,"koki, ebiani, haut zaire",1959,,Photo,wooden bell,2 battant,,"Sua, DRC",Africa Museum Collection (Tervuren),,
1310,"koki, ebiani, haut zaire",1959,,Photo,zither harp en planche,wooden strings,,"Sua, DRC",Africa Museum Collection (Tervuren),,
1338,Mawambi,1910,,Photo,zither harp en planche,4.5x37.7x17,,"Sua, DRC",Africa Museum Collection (Tervuren),,
